Date,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity
4/25/2034,Yeshwanthpur,Tumkur Road,14044,44.28943629,1.310692726,47.03143898,68.9855032,0,78.088,55.15268133,73.22998821,79.95397807,226,Clear,No
4/26/2034,Indiranagar,100 Feet Road,46987,46.77634921,1.5,100,100,0,143.974,46.80627618,76.98683465,98.49590357,103,Clear,No
4/27/2034,Indiranagar,CMH Road,35813,47.45350808,1.5,100,100,5,121.626,68.93468728,92.26347631,73.87440029,97,Overcast,No
4/28/2034,Whitefield,ITPL Main Road,16954,55.99374513,1.079218937,46.75210708,82.39887065,0,83.908,71.33616601,95.31142034,92.11670442,84,Clear,No
4/29/2034,Koramangala,Sony World Junction,58253,28.45529564,1.5,100,100,2,166.506,21.29023797,67.59266391,52.98238404,103,Clear,No
4/30/2034,Koramangala,Sarjapur Road,26452,25.49715149,1.5,95.22259325,100,0,102.904,53.35510153,67.90726832,66.93154578,95,Windy,No
05-01-2034,Electronic City,Hosur Road,11928,38.68228964,1.188988554,43.15238654,56.63522229,0,73.856,66.90930146,68.89966128,75.77656081,204,Clear,No
05-02-2034,Electronic City,Silk Board Junction,20818,53.03389869,1.0157591,66.0704996,100,1,91.636,40.97743969,92.9547249,84.7684457,117,Clear,No
05-03-2034,M.G. Road,Trinity Circle,37279,36.63323388,1.5,100,100,1,124.558,48.76236974,98.45954169,70.62123147,103,Clear,No
05-04-2034,Jayanagar,Jayanagar 4th Block,27025,33.66862095,1.5,94.73271925,100,3,104.05,22.87173433,88.54426553,78.08604106,102,Clear,No
05-05-2034,Indiranagar,100 Feet Road,24722,22.42269234,1.035746781,84.22650855,100,2,99.444,72.61988899,62.72307571,96.36401839,100,Clear,No
05-06-2034,Indiranagar,CMH Road,48088,49.46529333,1.5,100,100,3,146.176,49.08319881,98.28875362,54.22870307,90,Rain,No
05-07-2034,Koramangala,Sony World Junction,56121,23.90194463,1.5,100,100,2,162.242,29.21163438,60.74560019,99.35724419,107,Rain,No
05-08-2034,Koramangala,Sarjapur Road,28505,20,1.5,100,100,1,107.01,72.83404404,91.07142399,79.53926239,94,Clear,No
05-09-2034,M.G. Road,Trinity Circle,49841,34.37091242,1.5,100,100,2,149.682,36.91486004,62.28235217,94.94186585,71,Rain,No
05-10-2034,M.G. Road,Anil Kumble Circle,37524,47.77245183,1.5,100,100,5,125.048,51.8987501,69.00886545,65.48337224,111,Clear,Yes
05-11-2034,Jayanagar,Jayanagar 4th Block,16270,62.47574411,1.104991047,61.82733798,84.60086121,0,82.54,29.29112133,80.28703878,87.64635439,106,Clear,No
05-12-2034,Jayanagar,South End Circle,37604,29.55860377,1.5,100,100,4,125.208,63.54558407,83.46228364,77.00547331,107,Clear,No
5/13/2034,Hebbal,Hebbal Flyover,18540,33.38069107,1.198800808,69.18222016,89.46393958,1,87.08,65.78403086,84.07518286,89.75466286,104,Clear,No
5/14/2034,Yeshwanthpur,Yeshwanthpur Circle,12045,51.7837188,1.208548442,40.92244542,64.39452489,0,74.09,24.73829194,66.95576671,64.65772511,190,Clear,No
5/15/2034,Indiranagar,100 Feet Road,45897,40.7685424,1.5,100,100,3,141.794,22.01529584,60.36756393,99.7311365,91,Overcast,No
5/16/2034,Indiranagar,CMH Road,44015,49.53111509,1.5,100,100,1,138.03,59.09229808,61.16019617,92.29203883,94,Overcast,No
5/17/2034,Whitefield,Marathahalli Bridge,27515,46.13476259,1.5,92.39776969,100,3,105.03,19.78754438,93.05597304,53.0330152,87,Overcast,No
5/18/2034,Koramangala,Sony World Junction,28477,42.26129325,1.5,99.47928749,100,1,106.954,69.54090987,80.4451671,96.06057775,102,Rain,No
5/19/2034,Koramangala,Sarjapur Road,43595,48.95809385,1.5,100,100,2,137.19,30.26924341,64.08673046,52.66432502,113,Clear,No
5/20/2034,M.G. Road,Anil Kumble Circle,42395,26.4010072,1.5,100,100,1,134.79,32.46081148,96.42302323,60.44300419,115,Overcast,No
5/21/2034,Jayanagar,Jayanagar 4th Block,34345,57.51213613,1.5,100,100,2,118.69,60.07788717,74.83231654,75.70816227,98,Clear,No
5/22/2034,Hebbal,Hebbal Flyover,7950,67.80142357,1.372995982,21.11400516,43.56605242,1,65.9,71.16408011,94.47516065,85.72108384,179,Clear,No
5/23/2034,Indiranagar,100 Feet Road,24188,30.28522145,1.198065814,76.13053972,100,1,98.376,47.49334578,65.34557776,80.30260966,98,Overcast,No
5/24/2034,Indiranagar,CMH Road,35939,41.53176955,1.5,100,100,2,121.878,27.67530842,91.38773677,82.05218061,124,Rain,No
5/25/2034,Whitefield,ITPL Main Road,28175,50.9244695,1.5,100,100,2,106.35,17.8981023,73.53988618,83.7850831,90,Clear,No
5/26/2034,Koramangala,Sony World Junction,59361,44.99150537,1.5,100,100,6,168.722,15.97608012,99.18805828,61.2743462,96,Clear,No
5/27/2034,Koramangala,Sarjapur Road,29133,24.03527974,1.5,100,100,2,108.266,57.91778677,87.38290418,53.10558753,98,Clear,No
5/28/2034,Electronic City,Hosur Road,6132,39.69158668,1.071438682,27.69206039,34.50800263,1,62.264,72.41226173,76.74737031,59.05572542,212,Clear,No
5/29/2034,Electronic City,Silk Board Junction,12808,30.26019668,1.075195072,50.00258813,63.52615177,3,75.616,76.13641782,70.81157327,67.98111475,172,Rain,No
5/30/2034,M.G. Road,Anil Kumble Circle,43208,46.65674667,1.5,100,100,0,136.416,62.94811456,68.31771855,74.76646984,112,Overcast,No
5/31/2034,Hebbal,Hebbal Flyover,40949,25.10904827,1.5,100,100,1,131.898,23.47197258,69.35065931,95.13435665,98,Overcast,No
06-01-2034,Indiranagar,100 Feet Road,35849,34.00864832,1.5,100,100,3,121.698,34.14212914,98.7869206,97.50778456,104,Windy,No
06-02-2034,Indiranagar,CMH Road,40509,52.77878736,1.5,100,100,3,131.018,71.81131725,72.70071185,97.23386439,95,Clear,No
06-03-2034,Whitefield,Marathahalli Bridge,30117,52.50181765,1.5,100,100,2,110.234,57.77009659,78.96029576,73.98086156,107,Clear,No
06-04-2034,Koramangala,Sony World Junction,66418,40.81164668,1.5,100,100,1,182.836,21.6097811,71.39684028,67.56113637,97,Fog,No
06-05-2034,Koramangala,Sarjapur Road,30659,38.01448151,1.5,95.97759159,100,2,111.318,29.07437838,94.32766076,51.63501026,93,Clear,No
06-06-2034,M.G. Road,Trinity Circle,55528,29.64671584,1.5,100,100,2,161.056,27.86954958,87.74961052,93.03921955,98,Clear,No
06-07-2034,M.G. Road,Anil Kumble Circle,56454,27.7952808,1.5,100,100,2,162.908,68.77889171,96.39738197,72.48266327,91,Clear,Yes
06-08-2034,Jayanagar,Jayanagar 4th Block,25812,38.62412678,1.5,94.96298354,100,2,101.624,40.15664363,76.46770353,96.53941056,112,Clear,No
06-09-2034,Jayanagar,South End Circle,27809,34.39601659,1.5,89.98299248,100,7,105.618,45.75942809,91.81169373,76.30099271,104,Clear,No
06-10-2034,Hebbal,Ballari Road,19588,67.83948865,1.300143789,75.24951717,93.76401616,3,89.176,76.89717021,63.41596398,65.37368357,94,Rain,Yes
06-11-2034,Yeshwanthpur,Yeshwanthpur Circle,14813,46.9335108,1.126189701,49.88814754,72.79110486,0,79.626,53.9582176,80.73179417,69.45111939,219,Windy,No
06-12-2034,Yeshwanthpur,Tumkur Road,14023,48.10921535,1.088774774,53.02581057,68.75240367,0,78.046,45.81667019,70.52618832,89.38912196,191,Clear,Yes
6/13/2034,Indiranagar,100 Feet Road,48873,25.25467282,1.5,100,100,3,147.746,46.45453842,77.96102842,61.39037933,103,Clear,No
6/14/2034,Indiranagar,CMH Road,34833,28.54721558,1.5,100,100,0,119.666,71.51311522,81.11536707,83.26606955,118,Fog,No
6/15/2034,Whitefield,ITPL Main Road,23602,44.54755142,1.112137788,71.14775186,100,3,97.204,53.50053677,78.21495057,88.63580949,100,Fog,No
6/16/2034,Koramangala,Sony World Junction,14477,43.4628559,1.179980635,43.08374514,72.36738269,0,78.954,48.44331336,98.65734043,81.86160972,203,Clear,No
6/17/2034,Electronic City,Silk Board Junction,13432,44.00878554,1.234474826,36.31784566,67.2507326,0,76.864,33.70909951,64.57077089,72.93778584,207,Rain,No
6/18/2034,M.G. Road,Anil Kumble Circle,23668,41.48044085,1.052227246,76.14151347,100,0,97.336,24.54017829,92.96908052,62.26178135,98,Fog,No
6/19/2034,Jayanagar,Jayanagar 4th Block,41263,38.99923764,1.5,100,100,2,132.526,33.94532524,66.10010906,99.05403468,118,Clear,No
6/20/2034,Jayanagar,South End Circle,35546,36.5357991,1.5,100,100,0,121.092,22.4686719,88.73220201,62.02106988,117,Clear,Yes
6/21/2034,Hebbal,Ballari Road,39106,49.47067149,1.5,100,100,1,128.212,59.37167276,78.64684236,73.51552628,123,Fog,No
6/22/2034,Indiranagar,100 Feet Road,24921,47.11319552,1.016998725,88.33115353,100,2,99.842,31.0665439,67.4734588,98.89358458,102,Clear,No
6/23/2034,Indiranagar,CMH Road,40757,45.66610955,1.5,100,100,2,131.514,78.50782948,82.86921551,74.92549765,112,Clear,No
6/24/2034,Whitefield,Marathahalli Bridge,9083,42.84395424,1.314679765,25.44176562,46.64508648,0,68.166,26.38248682,63.26933977,77.15803475,196,Fog,No
6/25/2034,Whitefield,ITPL Main Road,34589,40.89252802,1.5,100,100,4,119.178,66.99611568,82.32339741,67.11448932,92,Rain,No
6/26/2034,Koramangala,Sony World Junction,44840,58.06358018,1.5,100,100,5,139.68,41.7663515,97.71076752,97.98845464,90,Clear,No
6/27/2034,M.G. Road,Anil Kumble Circle,24409,49.94353998,1.261498188,78.0340063,100,1,98.818,79.58113582,70.22844977,98.93912479,96,Windy,No
6/28/2034,Jayanagar,South End Circle,25717,38.14219957,1.5,91.70278323,100,5,101.434,41.4371457,75.6868381,62.10951601,90,Fog,No
6/29/2034,Hebbal,Ballari Road,39653,28.0323708,1.5,100,100,1,129.306,72.1838042,81.49624561,94.91008531,105,Clear,No
6/30/2034,Yeshwanthpur,Yeshwanthpur Circle,19065,58.01550186,1.371381204,67.55357528,98.59312837,1,88.13,58.18790842,82.42811979,67.7698652,93,Clear,No
07-01-2034,Indiranagar,100 Feet Road,43879,39.75243185,1.5,100,100,3,137.758,59.69164245,89.26696765,90.47675972,101,Overcast,No
07-02-2034,Indiranagar,CMH Road,35998,41.11375293,1.5,100,100,4,121.996,66.17765279,74.69811766,87.66228531,89,Overcast,No
07-03-2034,Whitefield,Marathahalli Bridge,23326,20,1.224242795,87.55307156,100,0,96.652,64.85324519,80.11902337,61.53328427,112,Clear,Yes
07-04-2034,Koramangala,Sarjapur Road,44448,34.358287,1.5,100,100,3,138.896,40.19752553,93.86958192,50.40288595,99,Rain,No
07-05-2034,Electronic City,Hosur Road,21877,52.25204755,1.098765386,63.24984793,100,0,93.754,39.25779951,78.74002085,59.36674486,101,Clear,No
07-06-2034,M.G. Road,Anil Kumble Circle,25273,25.24191501,1.5,85.30036448,100,3,100.546,28.77267633,87.27039881,96.2907241,121,Windy,No
07-07-2034,Jayanagar,Jayanagar 4th Block,26556,34.52315668,1.5,87.85808433,100,0,103.112,41.15126777,69.29542178,96.76459021,114,Clear,Yes
07-08-2034,Jayanagar,South End Circle,22010,35.58850775,1.041587254,64.77034886,100,1,94.02,33.86626411,62.44113864,59.41862656,98,Fog,No
07-09-2034,Hebbal,Hebbal Flyover,31673,35.14767478,1.5,100,100,1,113.346,72.5539222,82.36990955,78.7048497,102,Overcast,No
07-10-2034,Hebbal,Ballari Road,28352,28.25954528,1.5,91.226323,100,4,106.704,18.70342305,69.91014977,65.19602781,111,Clear,No
07-11-2034,Yeshwanthpur,Yeshwanthpur Circle,14675,42.85032774,1.146288745,57.23301668,75.88240761,1,79.35,16.71760442,92.58468065,62.62917704,194,Clear,No
07-12-2034,Indiranagar,100 Feet Road,25295,20,1.5,90.41166002,100,3,100.59,49.13720166,60.73755273,97.5559358,102,Clear,No
7/13/2034,Indiranagar,CMH Road,24669,48.25744903,1.025485303,80.04210478,100,3,99.338,25.51896033,88.93306503,98.81026022,121,Clear,No
7/14/2034,Whitefield,ITPL Main Road,17339,25.41142441,1.142553684,66.93980719,86.73875084,1,84.678,68.45646382,94.5565647,73.31584962,113,Rain,No
7/15/2034,Koramangala,Sony World Junction,44778,20,1.5,100,100,2,139.556,36.6780353,74.63305116,78.10443026,108,Clear,No
7/16/2034,M.G. Road,Trinity Circle,36246,46.78245283,1.5,100,100,2,122.492,16.55036506,66.69238973,87.78285715,96,Overcast,No
7/17/2034,M.G. Road,Anil Kumble Circle,28409,22.50652563,1.5,95.50962956,100,1,106.818,67.95139959,97.07390983,90.11031608,99,Rain,No
7/18/2034,Hebbal,Ballari Road,19058,37.40656433,1.14499724,64.58925737,96.34538063,1,88.116,24.57638819,80.20647622,62.54063041,113,Clear,Yes
7/19/2034,Indiranagar,100 Feet Road,34233,38.82383128,1.5,100,100,4,118.466,56.99660979,80.90472383,60.62942612,94,Clear,Yes
7/20/2034,Whitefield,ITPL Main Road,22023,36.87469127,1.060850505,71.35146046,100,1,94.046,59.24946843,94.78422391,62.21160796,110,Clear,No
7/21/2034,Koramangala,Sony World Junction,61485,42.84003015,1.5,100,100,1,172.97,38.77758172,63.55235892,71.322838,87,Clear,No
7/22/2034,Koramangala,Sarjapur Road,30187,36.00135496,1.5,100,100,3,110.374,62.85890698,84.62305669,51.37449691,100,Clear,No
7/23/2034,Electronic City,Hosur Road,14937,36.11094831,1.323671771,43.27751389,78.31019091,1,79.874,74.95116061,82.65658787,62.96693409,198,Rain,No
7/24/2034,Electronic City,Silk Board Junction,14664,32.72332387,1.298752884,50.04866098,70.17833527,1,79.328,63.23441757,79.14867564,79.74926446,204,Rain,No
7/25/2034,M.G. Road,Anil Kumble Circle,46067,40.94613276,1.5,100,100,1,142.134,77.6553006,90.66197091,52.48891152,102,Clear,Yes
7/26/2034,Jayanagar,Jayanagar 4th Block,25302,48.13437078,1.5,76.94455188,100,2,100.604,24.2251615,91.84836634,75.99405867,97,Clear,Yes
7/27/2034,Indiranagar,100 Feet Road,38608,26.15803727,1.5,100,100,3,127.216,13.46804182,99.10811988,88.17444788,114,Clear,No
7/28/2034,Whitefield,Marathahalli Bridge,17825,55.53716391,1.375057828,63.9910014,84.5389962,0,85.65,34.35234301,82.82905286,71.41612755,93,Clear,No
7/29/2034,Whitefield,ITPL Main Road,25237,39.16422063,1.5,85.84517648,100,2,100.474,18.57395756,83.28128892,78.70214859,94,Clear,No
7/30/2034,Koramangala,Sarjapur Road,14455,61.55787886,1.237971683,48.34117515,75.32237786,0,78.91,66.93743817,98.82484286,71.47864679,186,Clear,No
7/31/2034,Electronic City,Hosur Road,20619,43.16617596,1.185561222,61.81200215,99.48141494,1,91.238,59.55095259,73.5502983,95.7515521,86,Fog,No
08-01-2034,M.G. Road,Trinity Circle,27049,23.47214264,1.5,93.42428074,100,1,104.098,55.02833772,70.06252272,78.55188083,107,Clear,No
08-02-2034,Jayanagar,South End Circle,27902,27.31980832,1.5,95.43367193,100,2,105.804,63.78565187,72.65542766,91.97825389,98,Clear,No
08-03-2034,Hebbal,Ballari Road,35475,34.26063402,1.5,100,100,1,120.95,35.59210076,95.15858063,52.39762594,110,Overcast,No
08-04-2034,Yeshwanthpur,Yeshwanthpur Circle,26222,25.62964436,1.5,96.98276886,100,5,102.444,76.44078876,81.75027173,83.16478124,107,Overcast,Yes
08-05-2034,Yeshwanthpur,Tumkur Road,19487,50.85666296,1.132709154,68.49967136,95.84516957,1,88.974,67.28026832,78.58401404,72.6686525,95,Clear,No
08-06-2034,Indiranagar,100 Feet Road,35985,44.30669257,1.5,100,100,0,121.97,71.74246338,69.60432461,53.25280992,97,Clear,No
08-07-2034,Indiranagar,CMH Road,26731,32.42458873,1.5,97.73213806,100,1,103.462,53.1913446,73.06386134,75.72492642,107,Clear,No
08-08-2034,Whitefield,Marathahalli Bridge,17022,47.6631716,1.202583471,46.76242127,80.45431845,0,84.044,64.65036672,68.06631132,55.079817,112,Clear,No
08-09-2034,Koramangala,Sarjapur Road,63327,41.10560267,1.5,100,100,1,176.654,47.2825842,94.76474902,57.79566101,98,Clear,Yes
08-10-2034,Electronic City,Hosur Road,9151,64.22603936,1.071268918,35.23639045,48.78466186,0,68.302,60.59350323,62.54459147,92.79696572,238,Fog,Yes
08-11-2034,M.G. Road,Trinity Circle,36672,43.14939102,1.5,100,100,5,123.344,62.03890791,60.18156093,59.74226493,104,Clear,No
08-12-2034,M.G. Road,Anil Kumble Circle,28376,33.83246348,1.5,94.29849623,100,1,106.752,35.8321368,83.65191548,78.7755272,102,Clear,No
8/13/2034,Jayanagar,Jayanagar 4th Block,25085,24.01386984,1.5,78.59631894,100,3,100.17,67.98754748,71.70396566,70.65964739,105,Clear,No
8/14/2034,Hebbal,Ballari Road,10909,62.42100017,1.082683431,30.08778828,53.98842291,0,71.818,10.16652033,84.6739648,66.26427554,227,Clear,No
8/15/2034,Yeshwanthpur,Yeshwanthpur Circle,19789,49.48300519,1.263493259,73.72342566,100,1,89.578,56.1420142,89.3925528,87.71569542,119,Clear,No
8/16/2034,Yeshwanthpur,Tumkur Road,6812,40.06843646,1.37242581,22.36934571,31.2117868,1,63.624,35.88690426,88.62887908,72.05607959,210,Clear,No
8/17/2034,Indiranagar,100 Feet Road,36508,36.21948264,1.5,100,100,4,123.016,15.46668803,81.75352351,68.25210649,89,Clear,Yes
8/18/2034,Indiranagar,CMH Road,32119,43.05508369,1.5,100,100,4,114.238,58.5903334,78.94501488,98.83255723,104,Rain,No
8/19/2034,Whitefield,Marathahalli Bridge,23264,39.83086991,1.24782676,87.46059491,100,4,96.528,25.64665284,98.03721247,79.91009156,105,Clear,No
8/20/2034,Koramangala,Sarjapur Road,13751,30.04101574,1.120449271,46.37078032,65.67631105,2,77.502,55.60391758,80.04558182,62.50340385,221,Rain,No
8/21/2034,M.G. Road,Anil Kumble Circle,13625,39.46140676,1.12674673,41.80995033,67.6214141,0,77.25,66.49697081,72.86845658,80.19772657,198,Clear,No
8/22/2034,Jayanagar,Jayanagar 4th Block,18183,67.27729676,1.057981558,55.74562449,92.81636205,0,86.366,46.00422398,65.32936271,73.75489352,103,Windy,No
8/23/2034,Jayanagar,South End Circle,24162,46.418022,1.17527355,74.69524665,100,2,98.324,57.05994897,99.9455987,58.38480891,105,Overcast,No
8/24/2034,Hebbal,Ballari Road,10130,43.44034326,1.35858297,30.4863422,55.22184205,0,70.26,22.03858277,87.25207434,71.01577628,204,Windy,No
8/25/2034,Yeshwanthpur,Yeshwanthpur Circle,6358,33.0049671,1.384101384,28.96673114,27.00528206,1,62.716,64.27604944,64.66384514,61.01586074,200,Clear,No
8/26/2034,Indiranagar,100 Feet Road,34881,26.38032424,1.5,100,100,2,119.762,79.23864392,77.66013342,87.04779953,103,Clear,Yes
8/27/2034,Indiranagar,CMH Road,36968,30.42898773,1.5,100,100,3,123.936,55.41200659,85.20355031,89.95727714,98,Clear,No
8/28/2034,Whitefield,Marathahalli Bridge,29790,39.05352889,1.5,99.26743933,100,2,109.58,71.02638449,66.58321539,74.87008927,103,Clear,No
8/29/2034,Whitefield,ITPL Main Road,16202,49.539011,1.121409314,58.90893441,78.90274913,0,82.404,11.81833896,93.86281267,97.8275992,113,Overcast,No
8/30/2034,Koramangala,Sarjapur Road,12803,52.33744016,1.302741689,47.65465753,66.77637504,0,75.606,70.08627388,78.65319035,60.95920953,191,Clear,No
8/31/2034,Electronic City,Silk Board Junction,30581,46.76854923,1.5,94.93951281,100,1,111.162,45.54195983,83.4054633,60.85860292,107,Clear,No
09-01-2034,M.G. Road,Trinity Circle,48412,39.34133007,1.5,100,100,2,146.824,73.99651898,78.71556116,69.69113499,89,Windy,No
09-02-2034,M.G. Road,Anil Kumble Circle,45187,33.12015094,1.5,100,100,2,140.374,44.91605091,93.24847005,88.56883068,108,Rain,No
09-03-2034,Jayanagar,Jayanagar 4th Block,27671,46.20838209,1.5,100,100,1,105.342,35.55699356,91.59057496,91.23872288,96,Clear,No
09-04-2034,Jayanagar,South End Circle,31772,37.35568122,1.5,100,100,1,113.544,60.25833373,85.81227676,89.13507305,102,Clear,No
09-05-2034,Hebbal,Hebbal Flyover,43576,47.77389566,1.5,100,100,2,137.152,79.74155571,70.48697326,85.12583929,123,Clear,No
09-06-2034,Hebbal,Ballari Road,33962,39.72261963,1.5,100,100,1,117.924,10.93552691,76.70338218,67.93993277,101,Clear,No
09-07-2034,Indiranagar,100 Feet Road,24487,47.96608558,1.008434874,89.27690458,100,2,98.974,34.98233508,78.0011631,87.6956071,110,Clear,No
09-08-2034,Indiranagar,CMH Road,50110,27.17012605,1.5,100,100,2,150.22,57.4979919,68.15356197,98.64807923,103,Clear,No
09-09-2034,Whitefield,Marathahalli Bridge,22809,31.60901454,1.069329987,79.36804899,100,3,95.618,79.91396313,62.3230026,90.51746857,89,Clear,No
09-10-2034,Koramangala,Sony World Junction,43301,30.15740565,1.5,100,100,6,136.602,52.31819792,68.66547754,76.28187615,91,Clear,No
09-11-2034,Koramangala,Sarjapur Road,44256,44.02736075,1.5,100,100,2,138.512,28.70224715,64.23954261,74.79627161,88,Clear,No
09-12-2034,Electronic City,Silk Board Junction,17001,36.63273217,1.057924649,66.15640957,82.85622698,0,84.002,54.40819464,60.6646528,82.67688122,99,Clear,No
9/13/2034,Hebbal,Hebbal Flyover,26198,20,1.5,94.79450808,100,3,102.396,18.51291158,83.18192925,89.93774806,109,Clear,No
9/14/2034,Yeshwanthpur,Tumkur Road,21527,38.24360065,1.069178333,72.07624823,100,3,93.054,42.47332718,98.54155315,94.00911113,94,Clear,No
9/15/2034,Indiranagar,CMH Road,45528,38.04026748,1.5,100,100,3,141.056,36.82559898,79.42454567,74.8995825,108,Windy,No
9/16/2034,Whitefield,Marathahalli Bridge,19055,54.66485581,1.035984777,60.39023155,92.3016674,0,88.11,21.80883524,83.22965758,73.36482496,97,Clear,No
9/17/2034,Koramangala,Sony World Junction,50513,20,1.5,100,100,1,151.026,30.85297381,87.69083252,63.52572423,103,Clear,No
9/18/2034,Koramangala,Sarjapur Road,45669,45.29512352,1.5,100,100,1,141.338,66.79272948,79.09234384,64.6736549,121,Clear,Yes
9/19/2034,Electronic City,Hosur Road,14101,57.13529299,1.305384676,48.51475344,70.43110763,0,78.202,71.225042,73.74020036,94.5760895,190,Clear,No
9/20/2034,M.G. Road,Trinity Circle,41033,24.22920836,1.5,100,100,3,132.066,75.56440072,69.22490855,94.85428778,95,Windy,No
9/21/2034,M.G. Road,Anil Kumble Circle,29052,43.3522382,1.5,97.64493412,100,0,108.104,51.97463041,81.00971506,51.96819697,86,Overcast,No
9/22/2034,Jayanagar,South End Circle,30366,40.57870042,1.5,100,100,3,110.732,20.8551978,75.17011319,82.4751786,82,Clear,No
9/23/2034,Indiranagar,CMH Road,23364,38.00819931,1.300784901,80.1000148,100,0,96.728,21.09128219,86.5727911,68.59002747,96,Fog,No
9/24/2034,Whitefield,Marathahalli Bridge,15612,48.17175248,1.026413192,53.50526791,77.1225033,0,81.224,55.61530414,66.4140374,67.57407123,109,Rain,No
9/25/2034,Whitefield,ITPL Main Road,22667,45.05997706,1.200399327,65.7462438,100,0,95.334,15.828546,91.2336651,69.49625629,98,Clear,No
9/26/2034,Koramangala,Sony World Junction,59438,35.88040532,1.5,100,100,0,168.876,43.63692721,68.78960105,82.39682033,123,Clear,No
9/27/2034,Koramangala,Sarjapur Road,50414,42.00552586,1.5,100,100,0,150.828,67.89183809,61.61699936,69.50237773,98,Clear,No
9/28/2034,M.G. Road,Trinity Circle,40509,34.68581102,1.5,100,100,4,131.018,41.57520637,77.26060663,98.67683303,96,Clear,No
9/29/2034,M.G. Road,Anil Kumble Circle,28774,43.23560485,1.5,92.97235135,100,4,107.548,37.84606497,65.02855326,70.24723509,101,Clear,No
9/30/2034,Jayanagar,Jayanagar 4th Block,30410,54.70827847,1.5,98.30317482,100,4,110.82,57.7983546,95.15174449,99.52311846,105,Clear,No
10-01-2034,Jayanagar,South End Circle,9110,31.04768251,1.31927275,24.00239505,42.19281475,1,68.22,43.95757113,62.0144769,73.63408058,216,Clear,No
10-02-2034,Yeshwanthpur,Tumkur Road,12528,39.78083987,1.121897523,50.81660671,58.49976273,0,75.056,32.26121952,66.15263881,53.87007882,184,Clear,No
10-03-2034,Indiranagar,100 Feet Road,11740,67.17897978,1.043709622,30.90142649,53.76890044,0,73.48,66.45845646,94.26174995,78.46186523,220,Rain,No
10-04-2034,Indiranagar,CMH Road,27340,25.92739549,1.5,99.69170703,100,1,104.68,31.15669216,78.30618274,64.88311726,106,Clear,No
10-05-2034,Electronic City,Hosur Road,6812,45.00851159,1.099504518,27.82416997,32.25511045,0,63.624,76.34077536,78.44071426,86.2661091,202,Clear,No
10-06-2034,M.G. Road,Trinity Circle,13258,45.27919688,1.168930682,45.23559189,63.48804086,0,76.516,32.98614188,93.40206401,98.02881704,210,Clear,No
10-07-2034,Indiranagar,100 Feet Road,13135,45.91260373,1.331192224,42.17113839,69.07316177,0,76.27,42.84411901,69.29113308,56.21991055,221,Rain,No
10-08-2034,Indiranagar,CMH Road,25633,41.91960993,1.5,84.05398576,100,3,101.266,72.22425807,82.89013534,92.00912813,107,Clear,No
10-09-2034,Whitefield,Marathahalli Bridge,38680,35.4292661,1.5,100,100,2,127.36,37.0781072,73.3880354,90.65384866,100,Clear,No
10-10-2034,Whitefield,ITPL Main Road,20169,38.17455675,1.068895223,66.30387064,100,1,90.338,61.18051044,62.90888318,77.40006871,109,Clear,No
10-11-2034,Koramangala,Sony World Junction,31384,20,1.5,97.90125221,100,2,112.768,53.03757579,87.83300493,64.73590298,115,Overcast,No
10-12-2034,M.G. Road,Trinity Circle,37968,33.41580614,1.5,100,100,2,125.936,48.45369698,70.47873224,80.30868075,93,Clear,No
10/13/2034,M.G. Road,Anil Kumble Circle,47848,40.12415775,1.5,100,100,3,145.696,37.89262883,77.96898336,51.79258404,103,Fog,No
10/14/2034,Jayanagar,Jayanagar 4th Block,25439,33.4575237,1.5,75.9321245,100,0,100.878,65.48350729,96.2752438,96.7524926,83,Clear,No
10/15/2034,Hebbal,Hebbal Flyover,15777,47.85327261,1.234375686,53.35991863,83.78007172,1,81.554,22.32082998,96.52550215,76.97287089,108,Fog,No
10/16/2034,Yeshwanthpur,Tumkur Road,16042,47.51201501,1.363117787,54.16184595,81.7906528,1,82.084,67.76500528,70.47417417,79.05019976,119,Clear,No
10/17/2034,Indiranagar,100 Feet Road,12301,36.09285979,1.238686271,47.82095362,61.63861327,0,74.602,13.51978297,60.42018997,96.28891545,183,Fog,No
10/18/2034,Indiranagar,CMH Road,23248,41.47098235,1.181982079,80.21143804,100,2,96.496,72.17912099,94.7900867,77.20427963,110,Clear,No
10/19/2034,Whitefield,Marathahalli Bridge,6900,53.33924902,1.121937078,13.94067441,29.57944516,1,63.8,36.76229415,62.79593167,88.79040468,225,Clear,No
10/20/2034,Whitefield,ITPL Main Road,12717,43.08606564,1.372085671,48.56741753,61.35266868,1,75.434,49.7861229,82.56051365,82.4793036,189,Clear,No
10/21/2034,M.G. Road,Trinity Circle,37449,49.78242593,1.5,100,100,0,124.898,54.6463948,96.52128896,83.28631059,101,Fog,No
10/22/2034,Hebbal,Hebbal Flyover,17063,54.74444642,1.262577496,61.17569957,86.54783883,0,84.126,58.7726921,91.21505646,84.80443875,85,Clear,No
10/23/2034,Yeshwanthpur,Tumkur Road,20397,54.01192906,1.339183173,73.87366244,100,1,90.794,33.46470906,81.37073436,50.95614439,103,Clear,No
